FID,Project,StationName,TripCode,TripDate_UTC,SampleTime_Local,Latitude,Longitude,SecchiDepth_m,SampleDepth_m,SampleID,Salinity,Salinity_flag,DIC_umolkg,DIC_flag,Alkalinity_umolkg,Alkalinity_flag,Oxygen_umolL,Oxygen_flag,Ammonium_umolL,Ammonium_flag,Nitrate_umolL,Nitrate_flag,Nitrite_umolL,Nitrite_flag,Phosphate_umolL,Phosphate_flag,Silicate_umolL,Silicate_flag,TSSorganic_mgL,TSSinorganic_mgL,TSS_mgL,TSSall_flag,Prochlorococcus_cellsmL,Prochlorococcus_flag,Synechococcus_cellsmL,Synechococcus_flag,Picoeukaryotes_cellsmL,Picoeukaryotes_flag,Allo_mgm3,AlphaBetaCar_mgm3,Anth_mgm3,Asta_mgm3,BetaBetaCar_mgm3,BetaEpiCar_mgm3,Butfuco_mgm3,Cantha_mgm3,CphlA_mgm3,CphlB_mgm3,CphlC1_mgm3,CphlC2_mgm3,CphlC3_mgm3,CphlC1C2_mgm3,CphlideA_mgm3,Diadchr_mgm3,Diadino_mgm3,Diato_mgm3,Dino_mgm3,DvCphlA+CphlA_mgm3,DvCphlA_mgm3,DvCphlB+CphlB_mgm3,DvCphlB_mgm3,Echin_mgm3,Fuco_mgm3,Gyro_mgm3,Hexfuco_mgm3,Ketohexfuco_mgm3,Lut_mgm3,Lyco_mgm3,MgDvp_mgm3,Neo_mgm3,Perid_mgm3,PhideA_mgm3,PhytinA_mgm3,PhytinB_mgm3,Pras_mgm3,PyrophideA_mgm3,PyrophytinA_mgm3,Viola_mgm3,Zea_mgm3,Pigments_flag,AustralianMicrobiomeId,geom
combined_bgc_data.fid-2c692dc9_1899559b653_7583,NRS,Maria Island,MAI20170601,2017-06-01,2017-06-02 10:38:00,-42.5967,148.2333,17,50,MAI20170601_50,35.269,1,2093.42,1,2322.21,1,252.1,1,0,6,3.8,1,0.29,1,0.38,1,1.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/35427,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7584,NRS,Maria Island,MAI20170601,2017-06-01,2017-06-02 10:38:00,-42.5967,148.2333,17,60,MAI20170601_60,35.269,1,,9,,9,251,1,0,6,3.8,1,0.29,1,0.36,1,1.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7585,NRS,Maria Island,MAI20170601,2017-06-01,2017-06-02 10:38:00,-42.5967,148.2333,17,75,MAI20170601_75,35.274,1,2094.15,1,2321.42,1,251.6,1,0.05,1,3.8,1,0.36,1,0.37,1,1.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/35428,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7586,NRS,Maria Island,MAI20170601,2017-06-01,2017-06-02 10:38:00,-42.5967,148.2333,17,85,MAI20170601_85,35.278,1,2093.49,1,2323.24,1,250.5,1,0.06,1,3.9,1,0.41,1,0.39,1,1.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/35429,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7587,NRS,Maria Island,MAI20170601,2017-06-01,2017-06-02 10:38:00,-42.5967,148.2333,17,WC,MAI20170601_WC,,,,,,,,,,,,,,,,,,,0.2,0.2,0.4,0,2422.5,1,26899,1,6702,1,0.024,0.019,0,0,,,0.027,0,0.438,0.13,0,0.048,0.026,,0,,0.009,0,0,0.438,0,0.13,0,0,0.027,0,0.049,0,0,,0,0.015,0,0,0,0,0.027,0,0,0.011,0.014,0,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7588,NRS,Maria Island,MAI20170626,2017-06-26,2017-06-27 10:35:00,-42.5967,148.2333,18,0,MAI20170626_0,35.268,1,2103.59,1,2324.87,1,258,1,0,6,3.5,1,0,6,0.37,1,0.9,1,,,,,,,,,,,0.012,0.007,0,0,,,0.021,0,0.237,0.054,0,0.031,0.013,,0,,0.008,0,0,0.242,0.005,0.054,0,0,0.02,0,0.031,0,0,,0,0.008,0,0,0,0,0.018,0,0,0.005,0.008,0,http://hdl.handle.net/102.100.100/35430,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7589,NRS,Maria Island,MAI20170626,2017-06-26,2017-06-27 10:35:00,-42.5967,148.2333,18,10,MAI20170626_10,35.267,1,2103.86,1,2325.24,1,257.9,1,0,6,3.5,1,0,6,0.36,1,0.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/35431,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_758a,NRS,Maria Island,MAI20170626,2017-06-26,2017-06-27 10:35:00,-42.5967,148.2333,18,20,MAI20170626_20,35.267,1,,9,,9,258.2,1,0,6,3.5,1,0,6,0.35,1,0.8,1,,,,,,,,,,,0.013,0.012,0,0,,,0.022,0,0.289,0.077,0,0.033,0.019,,0,,0.007,0,0,0.295,0.006,0.077,0,0,0.02,0,0.036,0,0,,0,0.007,0,0,0,0,0.019,0,0,0.005,0.009,0,http://hdl.handle.net/102.100.100/35432,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_758b,NRS,Maria Island,MAI20170626,2017-06-26,2017-06-27 10:35:00,-42.5967,148.2333,18,30,MAI20170626_30,35.267,1,2103.33,1,2324.24,1,257.8,1,0,6,3.5,1,0,6,0.35,1,0.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_758c,NRS,Maria Island,MAI20170626,2017-06-26,2017-06-27 10:35:00,-42.5967,148.2333,18,40,MAI20170626_40,35.268,1,,9,,9,258.3,1,0,6,3.5,1,0,6,0.35,1,0.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_758d,NRS,Maria Island,MAI20170626,2017-06-26,2017-06-27 10:35:00,-42.5967,148.2333,18,50,MAI20170626_50,35.269,1,2103.85,1,2324.35,1,258.2,1,0,6,3.5,1,0,6,0.34,1,0.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/35433,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_758e,NRS,Maria Island,MAI20170626,2017-06-26,2017-06-27 10:35:00,-42.5967,148.2333,18,60,MAI20170626_60,35.268,1,,9,,9,257.9,1,0,6,3.5,1,0,6,0.35,1,0.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_758f,NRS,Maria Island,MAI20170626,2017-06-26,2017-06-27 10:35:00,-42.5967,148.2333,18,75,MAI20170626_75,35.275,1,2103.37,1,2324.4,1,257.9,1,0,6,3.7,1,0.22,1,0.38,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/35434,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7590,NRS,Maria Island,MAI20170626,2017-06-26,2017-06-27 10:35:00,-42.5967,148.2333,18,85,MAI20170626_85,35.279,1,2101.86,1,2324.23,1,258,1,0,6,3.7,1,0.23,1,0.38,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/35435,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7591,NRS,Maria Island,MAI20170626,2017-06-26,2017-06-27 10:35:00,-42.5967,148.2333,18,WC,MAI20170626_WC,,,,,,,,,,,,,,,,,,,0.1,0.1,0.4,0,2568.5,1,20500.5,1,4362.5,1,0.012,0.01,0,0,,,0.02,0,0.252,0.067,0,0.033,0.015,,0,,0.008,0,0,0.257,0.005,0.067,0,0,0.02,0,0.032,0,0,,0,0.008,0,0,0,0,0.019,0,0,0.005,0.009,0,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7592,NRS,Maria Island,MAI20170801,2017-08-01,2017-08-01 11:00:00,-42.5967,148.2333,21,0,MAI20170801_0,35.239,1,2104.57,1,2328.23,1,264.6,1,0,6,3.8,1,0.15,1,0.36,1,0.9,1,,,,,3320.5,5,12562.5,5,10147.5,5,0.019,0.015,0,0,,,0.04,0,0.441,0.099,0,0.051,0.031,,0.015,,0.021,0,0,0.447,0.006,0.099,0,0,0.037,0,0.076,0,0,,0,0.01,0,0,0,0,0.029,0,0,0.012,0.013,0,http://hdl.handle.net/102.100.100/35436,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7593,NRS,Maria Island,MAI20170801,2017-08-01,2017-08-01 11:00:00,-42.5967,148.2333,21,10,MAI20170801_10,35.234,1,2105.06,1,2328.12,1,264.9,1,0,6,3.9,1,0.17,1,0.35,1,0.8,1,,,,,2577.5,5,16432,5,11227.5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/35437,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7594,NRS,Maria Island,MAI20170801,2017-08-01,2017-08-01 11:00:00,-42.5967,148.2333,21,20,MAI20170801_20,35.235,1,,9,,9,264.8,1,0,6,3.9,1,0.17,1,0.36,1,0.8,1,,,,,2803,5,16193,5,11173,5,0.014,0.012,0,0,,,0.035,0,0.351,0.093,0,0.044,0.021,,0.02,,0.013,0,0,0.357,0.006,0.093,0,0,0.033,0,0.063,0,0,,0,0.009,0,0,0,0,0.026,0,0,0.007,0.01,0,http://hdl.handle.net/102.100.100/35438,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7595,NRS,Maria Island,MAI20170801,2017-08-01,2017-08-01 11:00:00,-42.5967,148.2333,21,30,MAI20170801_30,35.234,1,2104.53,1,2328.2,1,264.9,1,0,6,3.9,1,0.17,1,0.39,1,0.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7596,NRS,Maria Island,MAI20170801,2017-08-01,2017-08-01 11:00:00,-42.5967,148.2333,21,40,MAI20170801_40,35.233,1,,9,,9,264.8,1,0,6,3.9,1,0.17,1,0.4,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7597,NRS,Maria Island,MAI20170801,2017-08-01,2017-08-01 11:00:00,-42.5967,148.2333,21,50,MAI20170801_50,35.234,1,2104.62,1,2329.02,1,264.5,1,0,6,3.9,1,0.18,1,0.4,1,1,1,,,,,1627.5,5,16412.5,5,10521.5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/35439,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7598,NRS,Maria Island,MAI20170801,2017-08-01,2017-08-01 11:00:00,-42.5967,148.2333,21,60,MAI20170801_60,35.235,1,,9,,9,264.3,1,0,6,3.9,1,0.19,1,0.4,1,0.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7599,NRS,Maria Island,MAI20170801,2017-08-01,2017-08-01 11:00:00,-42.5967,148.2333,21,75,MAI20170801_75,35.236,1,2105.06,1,2328.45,1,264.3,1,0,6,3.9,1,0.2,1,0.4,1,0.9,1,,,,,695.5,5,19257.5,5,11606,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/35440,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_759a,NRS,Maria Island,MAI20170801,2017-08-01,2017-08-01 11:00:00,-42.5967,148.2333,21,85,MAI20170801_85,35.25,1,2105.32,1,2325.22,1,265.5,1,0.05,1,3.8,1,0.24,1,0.37,1,1,1,,,,,777.5,5,24557,5,11348.5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/35441,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_759b,NRS,Maria Island,MAI20170801,2017-08-01,2017-08-01 11:00:00,-42.5967,148.2333,21,WC,MAI20170801_WC,,,,,,,,,,,,,,,,,,,0.1,0.1,0.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_759c,NRS,Maria Island,MAI20170921,2017-09-21,2017-09-22 10:49:00,-42.5967,148.2333,17,0,MAI20170921_0,35.242,1,2101.67,1,2328.03,1,272.6,1,0.05,1,3.1,1,0.27,1,0.34,1,1,1,0.1,0.1,0.3,0,666,1,19571,1,15958,1,0.019,0.021,0.002,0,,,0.025,0,0.594,0.129,0,0.08,0.042,,0.029,,0.051,0.004,0,0.594,0,0.129,0,0,0.06,0,0.082,0,0,,0,0.015,0.06,0,0,0,0.037,0,0,0.017,0.012,0,http://hdl.handle.net/102.100.100/139727,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_759d,NRS,Maria Island,MAI20170921,2017-09-21,2017-09-22 10:49:00,-42.5967,148.2333,17,10,MAI20170921_10,35.234,1,2101.78,1,2326.34,1,271.7,1,0,6,3.3,1,0.28,1,0.36,1,1,1,,,,,669.5,1,19005,1,16311.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_759e,NRS,Maria Island,MAI20170921,2017-09-21,2017-09-22 10:49:00,-42.5967,148.2333,17,20,MAI20170921_20,35.233,1,,9,,9,271.3,1,0.05,1,3.4,1,0.31,1,0.37,1,1,1,,,,,499,1,19736.5,1,17238,1,0.02,0.022,0.002,0,,,0.028,0,0.635,0.141,0,0.092,0.049,,0.04,,0.049,0.003,0,0.635,0,0.141,0,0,0.062,0,0.082,0,0,,0,0.016,0.073,0,0,0,0.036,0,0,0.018,0.008,0,http://hdl.handle.net/102.100.100/139859,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_759f,NRS,Maria Island,MAI20170921,2017-09-21,2017-09-22 10:49:00,-42.5967,148.2333,17,30,MAI20170921_30,35.239,1,2102.76,1,2326.12,1,271.7,1,0,6,3.3,1,0.28,1,0.34,1,0.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_75a0,NRS,Maria Island,MAI20170921,2017-09-21,2017-09-22 10:49:00,-42.5967,148.2333,17,40,MAI20170921_40,35.238,1,,9,,9,271.2,1,0,6,3.3,1,0.29,1,0.35,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_75a1,NRS,Maria Island,MAI20170921,2017-09-21,2017-09-22 10:49:00,-42.5967,148.2333,17,50,MAI20170921_50,35.239,1,2101.97,1,2323.5,1,271.1,1,0.07,1,3.1,1,0.29,1,0.33,1,0.9,1,,,,,450,1,18837,1,15203,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_75a2,NRS,Maria Island,MAI20170921,2017-09-21,2017-09-22 10:49:00,-42.5967,148.2333,17,60,MAI20170921_60,35.237,1,,9,,9,270.2,1,0.12,1,3.1,1,0.32,1,0.36,1,0.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_75a3,NRS,Maria Island,MAI20170921,2017-09-21,2017-09-22 10:49:00,-42.5967,148.2333,17,75,MAI20170921_75,35.251,1,2103.44,1,2325.22,1,271.4,1,0.16,1,2.7,1,0.28,1,0.33,1,0.8,1,,,,,498.5,1,17487,1,13381.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/139889,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_75a4,NRS,Maria Island,MAI20170921,2017-09-21,2017-09-22 10:49:00,-42.5967,148.2333,17,85,MAI20170921_85,35.26,1,2101.12,1,2326.3,1,272.5,1,0.17,1,2.3,1,0.25,1,0.31,1,0.8,1,,,,,572,1,17257,1,12198,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/139728,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_75a5,NRS,Maria Island,MAI20171015,2017-10-15,2017-10-16 11:00:00,-42.5967,148.2333,12,0,MAI20171015_0,35.054,1,2068.68,1,2316.36,1,300.9,1,,9,,9,,9,,9,,9,0.1,0.1,0.7,0,1349.5,1,16880,1,8528,1,0.022,0.039,0,0,,,0.014,0,1.181,0.06,0,0.306,0.056,,0.298,,0.186,0.016,0,1.181,0,0.06,0,0,0.358,0,0.065,0,0,,0,0.01,0.273,0.116,0,0,0.02,0,0,0.011,0.013,0,http://hdl.handle.net/102.100.100/139860,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_75a6,NRS,Maria Island,MAI20171015,2017-10-15,2017-10-16 11:00:00,-42.5967,148.2333,12,10,MAI20171015_10,35.094,1,2076.91,1,2320.43,1,299.3,1,,9,,9,,9,,9,,9,,,,,890.5,1,30085,1,8906.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_75a7,NRS,Maria Island,MAI20171015,2017-10-15,2017-10-16 11:00:00,-42.5967,148.2333,12,20,MAI20171015_20,35.124,1,,9,,9,289.8,1,,9,,9,,9,,9,,9,,,,,820.5,1,35458,1,10661.5,1,0.021,0.087,0,0,,,0.02,0,3.174,0.143,0,0.638,0.085,,0.477,,0.182,0.008,0,3.174,0,0.143,0,0,1.098,0,0.063,0,0,,0,0.015,0.388,0.369,0,0,0.036,0,0,0.012,0.025,0,http://hdl.handle.net/102.100.100/141236,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_75a8,NRS,Maria Island,MAI20171015,2017-10-15,2017-10-16 11:00:00,-42.5967,148.2333,12,30,MAI20171015_30,35.129,1,2091.4,1,2319.04,1,284.7,1,,9,,9,,9,,9,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_75a9,NRS,Maria Island,MAI20171015,2017-10-15,2017-10-16 11:00:00,-42.5967,148.2333,12,40,MAI20171015_40,35.129,1,,9,,9,285,1,,9,,9,,9,,9,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_75aa,NRS,Maria Island,MAI20171015,2017-10-15,2017-10-16 11:00:00,-42.5967,148.2333,12,50,MAI20171015_50,35.135,1,2092.1,1,2319.87,1,284.4,1,,9,,9,,9,,9,,9,,,,,814.5,1,44537.5,1,10846.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_75ab,NRS,Maria Island,MAI20171015,2017-10-15,2017-10-16 11:00:00,-42.5967,148.2333,12,60,MAI20171015_60,35.142,1,,9,,9,280.4,1,,9,,9,,9,,9,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_75ac,NRS,Maria Island,MAI20171015,2017-10-15,2017-10-16 11:00:00,-42.5967,148.2333,12,75,MAI20171015_75,35.144,1,2100.51,1,2317.87,1,274.1,1,,9,,9,,9,,9,,9,,,,,781,1,34157,1,7753.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_75ad,NRS,Maria Island,MAI20171015,2017-10-15,2017-10-16 11:00:00,-42.5967,148.2333,12,85,MAI20171015_85,35.14,1,2103.51,1,2319.95,1,271.4,1,,9,,9,,9,,9,,9,,,,,626,1,24195,1,5582,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/139890,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_75ae,NRS,Maria Island,MAI20171123,2017-11-23,2017-11-24 10:38:00,-42.5967,148.2333,13,0,MAI20171123_0,35.171,1,2072.87,1,2319.99,1,267.5,1,0.09,1,0,6,0,6,0.14,1,0.8,1,0.1,0.1,0.4,0,2806.5,1,178740.5,1,74595.5,1,0.029,0.065,0.006,0,,,0.019,0,1.355,0.491,0,0.129,0.067,,0.026,,0.04,0.008,0,1.355,0,0.491,0,0,0.172,0,0.079,0,0,,0,0.056,0,0,0,0,0.15,0,0,0.065,0.108,0,http://hdl.handle.net/102.100.100/139729,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_75af,NRS,Maria Island,MAI20171123,2017-11-23,2017-11-24 10:38:00,-42.5967,148.2333,13,10,MAI20171123_10,35.169,1,2074.25,1,2320.94,1,271.3,1,0.05,1,0,6,0,6,0.13,1,0.8,1,,,,,2661.5,1,175026.5,1,71011.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_75b0,NRS,Maria Island,MAI20171123,2017-11-23,2017-11-24 10:38:00,-42.5967,148.2333,13,20,MAI20171123_20,35.177,1,,9,,9,262.5,1,0,6,2.7,1,0.28,1,0.31,1,1.3,1,,,,,2479.5,1,112629,1,49271,1,0.036,0.035,0,0,,,0.036,0,1.032,0.227,0,0.147,0.103,,0.029,,0.029,0,0,1.032,0,0.227,0,0,0.283,0,0.062,0,0,,0,0.028,0,0,0,0,0.086,0,0,0.013,0.02,0,http://hdl.handle.net/102.100.100/139861,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_75b1,NRS,Maria Island,MAI20171123,2017-11-23,2017-11-24 10:38:00,-42.5967,148.2333,13,30,MAI20171123_30,35.236,1,2103.43,1,2318.63,1,248.1,1,0.06,1,5.7,1,0.12,1,0.52,1,1.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_75b2,NRS,Maria Island,MAI20171123,2017-11-23,2017-11-24 10:38:00,-42.5967,148.2333,13,40,MAI20171123_40,35.15,1,,9,,9,250.1,1,0,6,6.7,1,0,6,0.53,1,1.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_75b3,NRS,Maria Island,MAI20171123,2017-11-23,2017-11-24 10:38:00,-42.5967,148.2333,13,50,MAI20171123_50,35.099,1,2121.7,1,2305.99,1,244.8,1,0.06,1,8.9,1,0,6,0.67,1,2.7,1,,,,,1347.5,1,6776,1,2919,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_75b4,NRS,Maria Island,MAI20171123,2017-11-23,2017-11-24 10:38:00,-42.5967,148.2333,13,60,MAI20171123_60,35.09,1,,9,,9,242.9,1,0,6,9.2,1,0,6,0.67,1,2.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_75b5,NRS,Maria Island,MAI20171123,2017-11-23,2017-11-24 10:38:00,-42.5967,148.2333,13,75,MAI20171123_75,35.089,1,2125.41,1,2311.3,1,240.3,1,0.1,1,9.5,1,0.15,1,0.74,1,3.2,1,,,,,771,1,961.5,1,538.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_75b6,NRS,Maria Island,MAI20171123,2017-11-23,2017-11-24 10:38:00,-42.5967,148.2333,13,85,MAI20171123_85,35.088,1,2124.38,1,2311.33,1,240,1,0,6,9.6,1,0.15,1,0.74,1,3.3,1,,,,,317.5,1,5837.5,1,281,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/139891,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_75b7,NRS,Maria Island,MAI20171217,2017-12-17,2017-12-18 10:19:00,-42.5967,148.2333,14.5,0,MAI20171217_0,35.47,1,2059.46,1,2330.89,1,252.4,1,0,6,0,6,0,6,0.07,1,0.4,1,0,0,0.3,0,2797,1,118582.5,1,24883.5,1,0.012,0.016,0.003,0.003,,,0.018,0,0.332,0.072,0,0.036,0.025,,0.015,,0.025,0.003,0,0.332,0,0.072,0,0,0.035,0,0.061,0,0,,0,0.01,0,0,0,0,0.022,0,0,0.011,0.045,0,http://hdl.handle.net/102.100.100/139730,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_75b8,NRS,Maria Island,MAI20171217,2017-12-17,2017-12-18 10:19:00,-42.5967,148.2333,14.5,10,MAI20171217_10,35.468,1,2054.71,1,2331.18,1,253.9,1,0,6,0,6,0,6,0.07,1,0.3,1,,,,,4457.5,1,79647.5,1,14565.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
