FID,Project,StationName,TripCode,TripDate_UTC,SampleTime_Local,Latitude,Longitude,SecchiDepth_m,SampleDepth_m,SampleID,Salinity,Salinity_flag,DIC_umolkg,DIC_flag,Alkalinity_umolkg,Alkalinity_flag,Oxygen_umolL,Oxygen_flag,Ammonium_umolL,Ammonium_flag,Nitrate_umolL,Nitrate_flag,Nitrite_umolL,Nitrite_flag,Phosphate_umolL,Phosphate_flag,Silicate_umolL,Silicate_flag,TSSorganic_mgL,TSSinorganic_mgL,TSS_mgL,TSSall_flag,Prochlorococcus_cellsmL,Prochlorococcus_flag,Synechococcus_cellsmL,Synechococcus_flag,Picoeukaryotes_cellsmL,Picoeukaryotes_flag,Allo_mgm3,AlphaBetaCar_mgm3,Anth_mgm3,Asta_mgm3,BetaBetaCar_mgm3,BetaEpiCar_mgm3,Butfuco_mgm3,Cantha_mgm3,CphlA_mgm3,CphlB_mgm3,CphlC1_mgm3,CphlC2_mgm3,CphlC3_mgm3,CphlC1C2_mgm3,CphlideA_mgm3,Diadchr_mgm3,Diadino_mgm3,Diato_mgm3,Dino_mgm3,DvCphlA+CphlA_mgm3,DvCphlA_mgm3,DvCphlB+CphlB_mgm3,DvCphlB_mgm3,Echin_mgm3,Fuco_mgm3,Gyro_mgm3,Hexfuco_mgm3,Ketohexfuco_mgm3,Lut_mgm3,Lyco_mgm3,MgDvp_mgm3,Neo_mgm3,Perid_mgm3,PhideA_mgm3,PhytinA_mgm3,PhytinB_mgm3,Pras_mgm3,PyrophideA_mgm3,PyrophytinA_mgm3,Viola_mgm3,Zea_mgm3,Pigments_flag,AustralianMicrobiomeId,geom
combined_bgc_data.fid-2c692dc9_1899559b653_754d,NRS,Maria Island,MAI20161117,2016-11-17,2016-11-18 14:15:00,-42.5967,148.2333,20,10,MAI20161117_10,35.112,1,2080.3,1,2316.03,1,246.7,1,0.7,1,0.9,1,0.13,1,0.28,1,0.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/34812,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_754e,NRS,Maria Island,MAI20161117,2016-11-17,2016-11-18 14:15:00,-42.5967,148.2333,20,20,MAI20161117_20,35.105,1,,9,,9,249.1,1,0.37,1,0.8,1,0.11,1,0.22,1,0.3,1,,,,,,,,,,,0.029,0.017,0,0,,,0.016,0,0.555,0.033,0,0.095,0.028,,0,0,0.035,0.005,0,0.555,0,0.033,0,0,0.085,0,0.067,0,0,0,0,0.002,0.055,0,0,0,0.008,0,0,0.003,0,0,http://hdl.handle.net/102.100.100/34813,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_754f,NRS,Maria Island,MAI20161117,2016-11-17,2016-11-18 14:15:00,-42.5967,148.2333,20,30,MAI20161117_30,35.086,1,2085.31,1,2317.46,1,262.4,1,0.63,1,1.2,1,0.16,1,0.26,1,0.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7550,NRS,Maria Island,MAI20161117,2016-11-17,2016-11-18 14:15:00,-42.5967,148.2333,20,40,MAI20161117_40,35.075,1,,9,,9,264.6,1,0.91,1,1.5,1,0.19,1,0.29,1,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7551,NRS,Maria Island,MAI20161117,2016-11-17,2016-11-18 14:15:00,-42.5967,148.2333,20,50,MAI20161117_50,35.075,1,2091.43,1,2311.08,2,264.2,1,0.96,1,1.8,1,0.21,1,0.31,1,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/34814,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7552,NRS,Maria Island,MAI20161117,2016-11-17,2016-11-18 14:15:00,-42.5967,148.2333,20,60,MAI20161117_60,35.073,1,,9,,9,261.6,1,1.29,1,3,1,0.3,1,0.42,1,1.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7553,NRS,Maria Island,MAI20161117,2016-11-17,2016-11-18 14:15:00,-42.5967,148.2333,20,75,MAI20161117_75,35.072,1,2109.39,1,2319.7,1,258.7,1,1.34,1,3.9,1,0.36,1,0.48,1,1.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/34815,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7554,NRS,Maria Island,MAI20161117,2016-11-17,2016-11-18 14:15:00,-42.5967,148.2333,20,85,MAI20161117_85,35.071,1,2108.99,1,2320.58,1,256.9,1,1.27,1,2.9,1,0.27,1,0.42,1,1.2,1,,,,,,,,,,,0,0.003,0,0,,,0,0,0.069,0,0,0.005,0.004,,0,0,0.003,0,0,0.069,0,0,0,0,0.027,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://hdl.handle.net/102.100.100/34816,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7555,NRS,Maria Island,MAI20161117,2016-11-17,2016-11-18 14:15:00,-42.5967,148.2333,20,WC,MAI20161117_WC,,,,,,,,,,,,,,,,,,,1.1,1.1,2.1,0,429,1,1611,1,1555,1,0.016,0.011,0,0,,,0.01,0,0.413,0.029,0,0.111,0.024,,0,0,0.044,0.006,0,0.413,0,0.029,0,0,0.063,0,0.05,0,0,0,0,0.004,0.083,0,0,0,0.008,0,0,0.003,0,0,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7556,NRS,Maria Island,MAI20170104,2017-01-04,2017-01-05 11:50:00,-42.5967,148.2333,12,0,MAI20170104_0,35.189,1,2056.76,1,2320.96,1,,9,0,6,0,6,,0,0.09,1,0,6,,,,,,,,,,,0.005,0.013,0,0,,,0.014,0,0.329,0.053,0,0.027,0.033,,0.025,0,0.039,0.017,0,0.329,0,0.053,0,0,0.06,0,0.051,0,0.004,0,0,0.005,0.003,0,0,0,0.016,0,0,0.006,0.022,0,http://hdl.handle.net/102.100.100/35400,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7557,NRS,Maria Island,MAI20170104,2017-01-04,2017-01-05 11:50:00,-42.5967,148.2333,12,10,MAI20170104_10,35.184,1,2056.07,1,2323.74,1,,9,0,6,0,6,,0,0.08,1,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/35401,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7558,NRS,Maria Island,MAI20170104,2017-01-04,2017-01-05 11:50:00,-42.5967,148.2333,12,20,MAI20170104_20,35.206,1,,9,,9,,9,0,6,0,6,,0,0.1,1,0,6,,,,,,,,,,,0.011,0.02,0,0,,,0.022,0,0.449,0.071,0,0.047,0.044,,0.055,0,0.048,0.006,0,0.449,0,0.071,0,0,0.094,0,0.08,0,0.003,0,0,0.01,0.008,0,0,0,0.023,0,0,0.015,0.023,0,http://hdl.handle.net/102.100.100/35402,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7559,NRS,Maria Island,MAI20170104,2017-01-04,2017-01-05 11:50:00,-42.5967,148.2333,12,30,MAI20170104_30,35.208,1,2056.38,1,2322.96,1,,9,0,6,0,6,,0,0.09,1,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_755a,NRS,Maria Island,MAI20170104,2017-01-04,2017-01-05 11:50:00,-42.5967,148.2333,12,40,MAI20170104_40,35.212,1,,9,,9,,9,0.05,1,0.8,1,,0,0.16,1,0.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_755b,NRS,Maria Island,MAI20170104,2017-01-04,2017-01-05 11:50:00,-42.5967,148.2333,12,50,MAI20170104_50,35.257,1,2086.26,1,2319.96,1,,9,0,6,2.4,1,,0,0.23,1,0.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/35403,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_755c,NRS,Maria Island,MAI20170104,2017-01-04,2017-01-05 11:50:00,-42.5967,148.2333,12,60,MAI20170104_60,35.263,1,,9,,9,,9,0,6,3,1,,0,0.27,1,0.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_755d,NRS,Maria Island,MAI20170104,2017-01-04,2017-01-05 11:50:00,-42.5967,148.2333,12,75,MAI20170104_75,35.261,1,2100.83,1,2320.77,1,,9,0,6,4.9,1,,0,0.41,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/35404,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_755e,NRS,Maria Island,MAI20170104,2017-01-04,2017-01-05 11:50:00,-42.5967,148.2333,12,85,MAI20170104_85,35.265,1,2103.67,1,2319.11,1,,9,0,6,5,1,,0,0.43,1,2,1,,,,,,,,,,,0,0.002,0,0,,,0,0,0.042,0.005,0,0,0.007,,0,0,0,0,0,0.042,0,0.005,0,0,0.013,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://hdl.handle.net/102.100.100/35405,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_755f,NRS,Maria Island,MAI20170104,2017-01-04,2017-01-05 11:50:00,-42.5967,148.2333,12,WC,MAI20170104_WC,,,,,,,,,,,,,,,,,,,0,0,0.4,0,3062,1,51494.5,1,14441,1,0.014,0.017,0,0,,,0.022,0,0.462,0.09,0,0.049,0.064,,0.09,0,0.038,0.003,0,0.462,0,0.09,0,0,0.096,0,0.093,0,0,0,0,0.012,0.009,0,0,0,0.034,0,0,0.012,0.019,0,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7560,NRS,Maria Island,MAI20170223,2017-02-23,2017-02-24 10:20:00,-42.5967,148.2333,13,0,MAI20170223_0,35.344,1,2065.2,1,2333.35,1,203.4,1,0.05,1,0.1,1,,0,0.1,1,0.6,1,,,,,,,,,,,0.028,0.026,0,0,,,0.013,0,0.64,0.128,0,0.055,0.033,,0.06,0,0.03,0.004,0,0.64,0,0.128,0,0,0.106,0,0.046,0,0.004,0,0,0.016,0.007,0,0,0,0.037,0,0,0.022,0.036,0,http://hdl.handle.net/102.100.100/35406,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7561,NRS,Maria Island,MAI20170223,2017-02-23,2017-02-24 10:20:00,-42.5967,148.2333,13,10,MAI20170223_10,35.36,1,2071.11,1,2332.22,1,202.3,1,0.1,1,0.8,1,,0,0.15,1,0.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/35407,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7562,NRS,Maria Island,MAI20170223,2017-02-23,2017-02-24 10:20:00,-42.5967,148.2333,13,20,MAI20170223_20,35.451,1,,9,,9,215.3,1,,0,1.3,1,,0,0.19,1,0.9,1,,,,,,,,,,,0.037,0.027,0,0,,,0.019,0,0.813,0.139,0,0.103,0.081,,0.182,0,0.022,0,0,0.813,0,0.139,0,0,0.229,0,0.078,0,0.002,0,0,0.016,0.021,0,0,0,0.04,0,0,0.014,0.02,0,http://hdl.handle.net/102.100.100/35408,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7563,NRS,Maria Island,MAI20170223,2017-02-23,2017-02-24 10:20:00,-42.5967,148.2333,13,30,MAI20170223_30,35.471,1,2077.85,1,2331.12,1,225.5,1,0.22,1,2,1,,0,0.21,1,1.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7564,NRS,Maria Island,MAI20170223,2017-02-23,2017-02-24 10:20:00,-42.5967,148.2333,13,40,MAI20170223_40,35.481,1,,9,,9,228.1,1,0.24,1,2.4,1,,0,0.24,1,1.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7565,NRS,Maria Island,MAI20170223,2017-02-23,2017-02-24 10:20:00,-42.5967,148.2333,13,50,MAI20170223_50,35.494,1,2084.77,1,2329.5,1,229.5,1,0.26,1,2.8,1,,0,0.29,1,1.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/35409,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7566,NRS,Maria Island,MAI20170223,2017-02-23,2017-02-24 10:20:00,-42.5967,148.2333,13,60,MAI20170223_60,35.494,1,,9,,9,234,1,0,6,3,1,,0,0.35,1,1.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7567,NRS,Maria Island,MAI20170223,2017-02-23,2017-02-24 10:20:00,-42.5967,148.2333,13,75,MAI20170223_75,35.504,1,2111.72,1,2322.9,1,238.5,1,0,6,8.2,1,,0,0.58,1,3.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/35410,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7568,NRS,Maria Island,MAI20170223,2017-02-23,2017-02-24 10:20:00,-42.5967,148.2333,13,85,MAI20170223_85,35.539,1,2115.76,1,2322.56,1,243.8,1,0.06,1,9.1,1,,0,0.67,1,3.6,1,,,,,,,,,,,0,0.002,0,0,,,0.003,0,0.044,0.008,0,0.003,0.004,,0,0,0.001,0,0,0.044,0,0.008,0,0,0.014,0,0.003,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0.001,0,http://hdl.handle.net/102.100.100/35411,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7569,NRS,Maria Island,MAI20170223,2017-02-23,2017-02-24 10:20:00,-42.5967,148.2333,13,WC,MAI20170223_WC,,,,,,,,,,,,,,,,,,,0.3,0.3,0.4,0,2483,1,63844.5,1,15652,1,0.05,0.034,0,0,,,0.024,0,0.834,0.164,0,0.094,0.077,,0.149,0,0.031,0.003,0,0.834,0,0.164,0,0,0.201,0,0.067,0,0.004,0,0,0.019,0.007,0,0,0,0.048,0,0,0.021,0.028,0,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_756a,NRS,Maria Island,MAI20170323,2017-03-23,2017-03-24 11:00:00,-42.5967,148.2333,19,0,MAI20170323_0,35.57,1,2069.44,1,2335.73,1,241.7,1,0.54,1,0.4,1,,0,0.15,1,0.8,1,,,,,,,,,,,0.025,0.011,0,0,,,0.013,0,0.329,0.036,0,0.06,0.016,,0.007,,0.017,0,0,0.329,0,0.036,0,0,0.044,0,0.029,0,0,,0,0.005,0.008,0,0,0,0.01,0,0,0.005,0.008,0,http://hdl.handle.net/102.100.100/35412,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_756b,NRS,Maria Island,MAI20170323,2017-03-23,2017-03-24 11:00:00,-42.5967,148.2333,19,10,MAI20170323_10,35.566,1,2068.08,1,2337.25,1,240.4,1,0.7,1,0.4,1,,0,0.14,1,0.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/35413,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_756c,NRS,Maria Island,MAI20170323,2017-03-23,2017-03-24 11:00:00,-42.5967,148.2333,19,20,MAI20170323_20,35.563,1,,9,,9,239.5,1,0.78,1,0.4,1,,0,0.16,1,0.8,1,,,,,,,,,,,0.021,0.01,0,0,,,0.012,0,0.289,0.041,0,0.045,0.019,,0.006,,0.013,0,0,0.289,0,0.041,0,0,0.037,0,0.031,0,0,,0,0.006,0.01,0,0,0,0.01,0,0,0.006,0.008,0,http://hdl.handle.net/102.100.100/35414,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_756d,NRS,Maria Island,MAI20170323,2017-03-23,2017-03-24 11:00:00,-42.5967,148.2333,19,30,MAI20170323_30,35.557,1,2070.39,1,2336.38,1,239.3,1,0.79,1,0.5,1,,0,0.15,1,0.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_756e,NRS,Maria Island,MAI20170323,2017-03-23,2017-03-24 11:00:00,-42.5967,148.2333,19,40,MAI20170323_40,35.555,1,,9,,9,238.3,1,0.88,1,0.5,1,,0,0.16,1,0.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_756f,NRS,Maria Island,MAI20170323,2017-03-23,2017-03-24 11:00:00,-42.5967,148.2333,19,50,MAI20170323_50,35.507,1,2077.9,1,2333.03,1,232.5,1,0.73,1,1.8,1,,0,0.23,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/35415,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7570,NRS,Maria Island,MAI20170323,2017-03-23,2017-03-24 11:00:00,-42.5967,148.2333,19,60,MAI20170323_60,35.453,1,,9,,9,225,1,0.42,1,3.4,1,,0,0.32,1,1.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7571,NRS,Maria Island,MAI20170323,2017-03-23,2017-03-24 11:00:00,-42.5967,148.2333,19,75,MAI20170323_75,35.348,1,2109.72,1,2323.77,1,201.3,1,0,6,7.7,1,,0,0.62,1,2.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/35416,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7572,NRS,Maria Island,MAI20170323,2017-03-23,2017-03-24 11:00:00,-42.5967,148.2333,19,85,MAI20170323_85,35.304,1,2109.81,1,2321.43,1,207.2,1,0,6,7.7,1,,0,0.64,1,2.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/35417,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7573,NRS,Maria Island,MAI20170323,2017-03-23,2017-03-24 11:00:00,-42.5967,148.2333,19,WC,MAI20170323_WC,,,,,,,,,,,,,,,,,,,0.2,0.2,0.5,0,2744.5,1,13190.5,1,6299,1,0.019,0.01,0,0,,,0.013,0,0.281,0.059,0,0.043,0.017,,0,,0.011,0,0,0.281,0,0.059,0,0,0.028,0,0.028,0,0,,0,0.007,0.006,0,0,0,0.014,0,0,0.006,0.004,0,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7574,NRS,Maria Island,MAI20170412,2017-04-12,2017-04-12 10:40:00,-42.5967,148.2333,19,0,MAI20170412_0,35.426,1,2079.91,1,2331.26,1,240.1,1,0.38,1,6.6,1,0.14,1,0.53,1,2.2,1,,,,,,,,,,,0.042,0.019,0,0,,,0.018,0,0.537,0.078,0,0.071,0.031,,0.022,,0.016,0,0,0.537,0,0.078,0,0,0.053,0,0.064,0,0,,0,0.01,0.007,0,0,0,0.02,0,0,0.006,0.006,0,http://hdl.handle.net/102.100.100/35418,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7575,NRS,Maria Island,MAI20170412,2017-04-12,2017-04-12 10:40:00,-42.5967,148.2333,19,10,MAI20170412_10,35.423,1,,9,,9,239.7,1,0.26,1,6.6,1,0.14,1,0.54,1,2.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/35419,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7576,NRS,Maria Island,MAI20170412,2017-04-12,2017-04-12 10:40:00,-42.5967,148.2333,19,20,MAI20170412_20,35.422,1,,9,,9,239.6,1,0.28,1,5.6,1,0.16,1,0.46,1,2,1,,,,,,,,,,,0.039,0.019,0,0,,,0.019,0,0.503,0.09,0,0.07,0.031,,0.017,,0.013,0,0,0.503,0,0.09,0,0,0.051,0,0.058,0,0,,0,0.008,0.008,0,0,0,0.017,0,0,0.005,0.008,0,http://hdl.handle.net/102.100.100/35420,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7577,NRS,Maria Island,MAI20170412,2017-04-12,2017-04-12 10:40:00,-42.5967,148.2333,19,30,MAI20170412_30,35.422,1,,9,,9,240.1,1,0.26,1,4.6,1,0.19,1,0.42,1,1.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7578,NRS,Maria Island,MAI20170412,2017-04-12,2017-04-12 10:40:00,-42.5967,148.2333,19,40,MAI20170412_40,35.415,1,,9,,9,240.3,1,0.47,1,0.7,1,0.13,1,0.15,1,0.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7579,NRS,Maria Island,MAI20170412,2017-04-12,2017-04-12 10:40:00,-42.5967,148.2333,19,50,MAI20170412_50,35.407,1,,9,,9,240.6,1,0.46,1,1.3,1,0.27,1,0.23,1,0.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/35421,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_757a,NRS,Maria Island,MAI20170412,2017-04-12,2017-04-12 10:40:00,-42.5967,148.2333,19,60,MAI20170412_60,35.396,1,,9,,9,242,1,0.42,1,1.3,1,0.28,1,0.21,1,0.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_757b,NRS,Maria Island,MAI20170412,2017-04-12,2017-04-12 10:40:00,-42.5967,148.2333,19,75,MAI20170412_75,35.404,1,,9,,9,241.3,1,0.39,1,1.5,1,0.32,1,0.22,1,0.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/35422,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_757c,NRS,Maria Island,MAI20170412,2017-04-12,2017-04-12 10:40:00,-42.5967,148.2333,19,85,MAI20170412_85,35.394,1,,9,,9,231.5,1,0.34,1,2.9,1,0.4,1,0.32,1,1.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/35423,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_757d,NRS,Maria Island,MAI20170412,2017-04-12,2017-04-12 10:40:00,-42.5967,148.2333,19,WC,MAI20170412_WC,,,,,,,,,,,,,,,,,,,0,0,0.4,0,1458,1,11875.5,1,3375,1,0.039,0.019,0,0,,,0.019,0,0.523,0.092,0,0.074,0.032,,0.016,,0.018,0.002,0,0.523,0,0.092,0,0,0.057,0,0.063,0,0,,0,0.012,0.01,0,0,0,0.019,0,0,0.007,0.007,0,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_757e,NRS,Maria Island,MAI20170601,2017-06-01,2017-06-02 10:38:00,-42.5967,148.2333,17,0,MAI20170601_0,35.27,1,2093.39,1,2320.13,1,251.7,1,0.05,1,3.8,1,0.28,1,0.38,1,1.2,1,,,,,,,,,,,0.025,0.015,0,0,,,0.028,0,0.376,0.096,0,0.044,0.02,,0,,0.012,0,0,0.376,0,0.096,0,0,0.027,0,0.049,0,0,,0,0.013,0,0,0,0,0.024,0,0,0.01,0.012,0,http://hdl.handle.net/102.100.100/35424,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_757f,NRS,Maria Island,MAI20170601,2017-06-01,2017-06-02 10:38:00,-42.5967,148.2333,17,10,MAI20170601_10,35.269,1,2092.53,1,2321.12,1,251.4,1,0,6,3.8,1,0.28,1,0.39,1,1.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/35425,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7580,NRS,Maria Island,MAI20170601,2017-06-01,2017-06-02 10:38:00,-42.5967,148.2333,17,20,MAI20170601_20,35.269,1,,9,,9,251.2,1,0,6,3.8,1,0.29,1,0.38,1,1.2,1,,,,,,,,,,,0.023,0.015,0,0,,,0.028,0,0.396,0.11,0,0.049,0.023,,0,,0.009,0,0,0.396,0,0.11,0,0,0.026,0,0.05,0,0,,0,0.014,0,0,0,0,0.026,0,0,0.008,0.009,0,http://hdl.handle.net/102.100.100/35426,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7581,NRS,Maria Island,MAI20170601,2017-06-01,2017-06-02 10:38:00,-42.5967,148.2333,17,30,MAI20170601_30,35.269,1,2093.56,1,2321.17,1,250.7,1,0.06,1,3.9,1,0.32,1,0.36,1,1.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7582,NRS,Maria Island,MAI20170601,2017-06-01,2017-06-02 10:38:00,-42.5967,148.2333,17,40,MAI20170601_40,35.269,1,,9,,9,252.3,1,0,6,3.8,1,0.29,1,0.37,1,1.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
